FIRSTBOXNUM_BATTERYNUM,VOLTAGEVALUE,TEMPREATUREVALUE,RECEIVETIME,
6_21,3.238,0,2015-12-01 15:13:41.0,
6_22,3.25,0,2015-12-01 15:13:41.0,
6_23,3.251,0,2015-12-01 15:13:41.0,
6_24,3.248,0,2015-12-01 15:13:41.0,
7_1,3.253,64,2015-12-01 15:13:41.0,
7_2,3.253,62,2015-12-01 15:13:41.0,
7_3,3.251,0,2015-12-01 15:13:41.0,
7_4,3.237,0,2015-12-01 15:13:41.0,
7_5,3.254,0,2015-12-01 15:13:41.0,
7_6,3.251,0,2015-12-01 15:13:41.0,
7_7,3.252,0,2015-12-01 15:13:41.0,
7_8,3.251,0,2015-12-01 15:13:41.0,
7_9,3.248,0,2015-12-01 15:13:41.0,
7_10,3.244,0,2015-12-01 15:13:41.0,
7_11,3.249,0,2015-12-01 15:13:41.0,
7_12,3.248,0,2015-12-01 15:13:41.0,
7_13,3.236,0,2015-12-01 15:13:41.0,
7_14,3.247,0,2015-12-01 15:13:41.0,
7_15,3.249,0,2015-12-01 15:13:41.0,
7_16,3.249,0,2015-12-01 15:13:41.0,
8_1,3.25,62,2015-12-01 15:13:41.0,
8_2,3.249,62,2015-12-01 15:13:41.0,
8_3,3.251,0,2015-12-01 15:13:41.0,
8_4,3.235,0,2015-12-01 15:13:41.0,
8_5,3.25,0,2015-12-01 15:13:41.0,
8_6,3.247,0,2015-12-01 15:13:41.0,
8_7,3.247,0,2015-12-01 15:13:41.0,
8_8,3.252,0,2015-12-01 15:13:41.0,
8_9,3.251,0,2015-12-01 15:13:41.0,
8_10,3.25,0,2015-12-01 15:13:41.0,
8_11,3.249,0,2015-12-01 15:13:41.0,
8_12,3.248,0,2015-12-01 15:13:41.0,
8_13,3.237,0,2015-12-01 15:13:41.0,
8_14,3.248,0,2015-12-01 15:13:41.0,
8_15,3.248,0,2015-12-01 15:13:41.0,
8_16,3.249,0,2015-12-01 15:13:41.0,
9_1,3.25,65,2015-12-01 15:13:41.0,
9_2,3.249,64,2015-12-01 15:13:41.0,
9_3,3.249,0,2015-12-01 15:13:41.0,
9_4,3.237,0,2015-12-01 15:13:41.0,
9_5,3.251,0,2015-12-01 15:13:41.0,
9_6,3.25,0,2015-12-01 15:13:41.0,
9_7,3.25,0,2015-12-01 15:13:41.0,
9_8,3.248,0,2015-12-01 15:13:41.0,
9_9,3.252,0,2015-12-01 15:13:41.0,
9_10,3.249,0,2015-12-01 15:13:41.0,
9_11,3.253,0,2015-12-01 15:13:41.0,
9_12,3.252,0,2015-12-01 15:13:41.0,
9_13,3.239,0,2015-12-01 15:13:41.0,
9_14,3.253,0,2015-12-01 15:13:41.0,
9_15,3.252,0,2015-12-01 15:13:41.0,
9_16,3.252,0,2015-12-01 15:13:41.0,
1_1,3.252,65,2015-12-01 15:13:41.0,
1_2,3.251,65,2015-12-01 15:13:41.0,
1_3,3.252,0,2015-12-01 15:13:41.0,
1_4,3.235,0,2015-12-01 15:13:41.0,
1_5,3.251,0,2015-12-01 15:13:41.0,
1_6,3.249,0,2015-12-01 15:13:41.0,
1_7,3.248,0,2015-12-01 15:13:41.0,
1_8,3.253,0,2015-12-01 15:13:41.0,
1_9,3.25,0,2015-12-01 15:13:41.0,
1_10,3.248,0,2015-12-01 15:13:41.0,
1_11,3.25,0,2015-12-01 15:13:41.0,
1_12,3.249,0,2015-12-01 15:13:41.0,
1_13,3.234,0,2015-12-01 15:13:41.0,
1_14,3.25,0,2015-12-01 15:13:41.0,
1_15,3.248,0,2015-12-01 15:13:41.0,
1_16,3.25,0,2015-12-01 15:13:41.0,
2_1,3.249,62,2015-12-01 15:13:41.0,
2_2,3.248,62,2015-12-01 15:13:41.0,
2_3,3.249,0,2015-12-01 15:13:41.0,
2_4,3.234,0,2015-12-01 15:13:41.0,
2_5,3.249,0,2015-12-01 15:13:41.0,
2_6,3.248,0,2015-12-01 15:13:41.0,
2_7,3.247,0,2015-12-01 15:13:41.0,
2_8,3.249,0,2015-12-01 15:13:41.0,
2_9,3.253,0,2015-12-01 15:13:41.0,
2_10,3.249,0,2015-12-01 15:13:41.0,
2_11,3.249,0,2015-12-01 15:13:41.0,
2_12,3.248,0,2015-12-01 15:13:41.0,
2_13,3.235,0,2015-12-01 15:13:41.0,
2_14,3.248,0,2015-12-01 15:13:41.0,
2_15,3.248,0,2015-12-01 15:13:41.0,
2_16,3.251,0,2015-12-01 15:13:41.0,
3_1,3.252,65,2015-12-01 15:13:41.0,
3_2,3.248,62,2015-12-01 15:13:41.0,
3_3,3.249,0,2015-12-01 15:13:41.0,
3_4,3.237,0,2015-12-01 15:13:41.0,
3_5,3.252,0,2015-12-01 15:13:41.0,
3_6,3.251,0,2015-12-01 15:13:41.0,
3_7,3.251,0,2015-12-01 15:13:41.0,
3_8,3.241,0,2015-12-01 15:13:41.0,
3_9,3.253,0,2015-12-01 15:13:41.0,
3_10,3.251,0,2015-12-01 15:13:41.0,
3_11,3.251,0,2015-12-01 15:13:41.0,
3_12,3.247,0,2015-12-01 15:13:41.0,
3_13,3.249,0,2015-12-01 15:13:41.0,
3_14,3.249,0,2015-12-01 15:13:41.0,
3_15,3.247,0,2015-12-01 15:13:41.0,
3_16,3.251,0,2015-12-01 15:13:41.0,
3_17,3.238,0,2015-12-01 15:13:41.0,
3_18,3.252,0,2015-12-01 15:13:41.0,
3_19,3.25,0,2015-12-01 15:13:41.0,
3_20,3.25,0,2015-12-01 15:13:41.0,
3_21,3.239,0,2015-12-01 15:13:41.0,
3_22,3.247,0,2015-12-01 15:13:41.0,
3_23,3.251,0,2015-12-01 15:13:41.0,
3_24,3.249,0,2015-12-01 15:13:41.0,
4_1,3.251,64,2015-12-01 15:13:41.0,
4_2,3.25,64,2015-12-01 15:13:41.0,
4_3,3.248,0,2015-12-01 15:13:41.0,
4_4,3.236,0,2015-12-01 15:13:41.0,
4_5,3.25,0,2015-12-01 15:13:41.0,
4_6,3.247,0,2015-12-01 15:13:41.0,
4_7,3.249,0,2015-12-01 15:13:41.0,
4_8,3.248,0,2015-12-01 15:13:41.0,
4_9,3.249,0,2015-12-01 15:13:41.0,
4_10,3.251,0,2015-12-01 15:13:41.0,
4_11,3.251,0,2015-12-01 15:13:41.0,
4_12,3.25,0,2015-12-01 15:13:41.0,
4_13,3.24,0,2015-12-01 15:13:41.0,
4_14,3.249,0,2015-12-01 15:13:41.0,
4_15,3.253,0,2015-12-01 15:13:41.0,
4_16,3.249,0,2015-12-01 15:13:41.0,
5_1,3.252,65,2015-12-01 15:13:41.0,
5_2,3.252,64,2015-12-01 15:13:41.0,
5_3,3.249,0,2015-12-01 15:13:41.0,
5_4,3.24,0,2015-12-01 15:13:41.0,
5_5,3.253,0,2015-12-01 15:13:41.0,
5_6,3.251,0,2015-12-01 15:13:41.0,
5_7,3.252,0,2015-12-01 15:13:41.0,
5_8,3.237,0,2015-12-01 15:13:41.0,
5_9,3.253,0,2015-12-01 15:13:41.0,
5_10,3.249,0,2015-12-01 15:13:41.0,
5_11,3.248,0,2015-12-01 15:13:41.0,
5_12,3.248,0,2015-12-01 15:13:41.0,
5_13,3.248,0,2015-12-01 15:13:41.0,
5_14,3.251,0,2015-12-01 15:13:41.0,
5_15,3.251,0,2015-12-01 15:13:41.0,
5_16,3.252,0,2015-12-01 15:13:41.0,
5_17,3.239,0,2015-12-01 15:13:41.0,
5_18,3.251,0,2015-12-01 15:13:41.0,
5_19,3.25,0,2015-12-01 15:13:41.0,
5_20,3.248,0,2015-12-01 15:13:41.0,
5_21,3.239,0,2015-12-01 15:13:41.0,
1_1,3.312,64,2015-12-01 15:43:41.0,
1_2,3.315,64,2015-12-01 15:43:41.0,
1_3,3.312,0,2015-12-01 15:43:41.0,
1_4,3.314,0,2015-12-01 15:43:41.0,
1_5,3.313,0,2015-12-01 15:43:41.0,
1_6,3.315,0,2015-12-01 15:43:41.0,
1_7,3.312,0,2015-12-01 15:43:41.0,
1_8,3.315,0,2015-12-01 15:43:41.0,
1_9,3.31,0,2015-12-01 15:43:41.0,
1_10,3.309,0,2015-12-01 15:43:41.0,
1_11,3.312,0,2015-12-01 15:43:41.0,
1_12,3.315,0,2015-12-01 15:43:41.0,
1_13,3.313,0,2015-12-01 15:43:41.0,
1_14,3.312,0,2015-12-01 15:43:41.0,
1_15,3.313,0,2015-12-01 15:43:41.0,
1_16,3.312,0,2015-12-01 15:43:41.0,
2_1,3.312,62,2015-12-01 15:43:41.0,
2_2,3.312,62,2015-12-01 15:43:41.0,
2_3,3.315,0,2015-12-01 15:43:41.0,
2_4,3.315,0,2015-12-01 15:43:41.0,
2_5,3.315,0,2015-12-01 15:43:41.0,
2_6,3.313,0,2015-12-01 15:43:41.0,
2_7,3.312,0,2015-12-01 15:43:41.0,
2_8,3.312,0,2015-12-01 15:43:41.0,
2_9,3.315,0,2015-12-01 15:43:41.0,
2_10,3.313,0,2015-12-01 15:43:41.0,
2_11,3.313,0,2015-12-01 15:43:41.0,
2_12,3.315,0,2015-12-01 15:43:41.0,
2_13,3.314,0,2015-12-01 15:43:41.0,
2_14,3.313,0,2015-12-01 15:43:41.0,
2_15,3.313,0,2015-12-01 15:43:41.0,
2_16,3.315,0,2015-12-01 15:43:41.0,
3_1,3.315,64,2015-12-01 15:43:41.0,
3_2,3.31,62,2015-12-01 15:43:41.0,
3_3,3.312,0,2015-12-01 15:43:41.0,
3_4,3.315,0,2015-12-01 15:43:41.0,
3_5,3.315,0,2015-12-01 15:43:41.0,
3_6,3.313,0,2015-12-01 15:43:41.0,
3_7,3.313,0,2015-12-01 15:43:41.0,
3_8,3.314,0,2015-12-01 15:43:41.0,
3_9,3.314,0,2015-12-01 15:43:41.0,
3_10,3.315,0,2015-12-01 15:43:41.0,
3_11,3.313,0,2015-12-01 15:43:41.0,
3_12,3.313,0,2015-12-01 15:43:41.0,
3_13,3.31,0,2015-12-01 15:43:41.0,
3_14,3.316,0,2015-12-01 15:43:41.0,
3_15,3.312,0,2015-12-01 15:43:41.0,
3_16,3.312,0,2015-12-01 15:43:41.0,
3_17,3.313,0,2015-12-01 15:43:41.0,
3_18,3.313,0,2015-12-01 15:43:41.0,
3_19,3.312,0,2015-12-01 15:43:41.0,
3_20,3.315,0,2015-12-01 15:43:41.0,
3_21,3.315,0,2015-12-01 15:43:41.0,
3_22,3.31,0,2015-12-01 15:43:41.0,
3_23,3.315,0,2015-12-01 15:43:41.0,
3_24,3.312,0,2015-12-01 15:43:41.0,
4_1,3.314,64,2015-12-01 15:43:41.0,
4_2,3.313,62,2015-12-01 15:43:41.0,
4_3,3.313,0,2015-12-01 15:43:41.0,
4_4,3.315,0,2015-12-01 15:43:41.0,
4_5,3.315,0,2015-12-01 15:43:41.0,
4_6,3.312,0,2015-12-01 15:43:41.0,
4_7,3.313,0,2015-12-01 15:43:41.0,
4_8,3.313,0,2015-12-01 15:43:41.0,
4_9,3.314,0,2015-12-01 15:43:41.0,
4_10,3.315,0,2015-12-01 15:43:41.0,
4_11,3.315,0,2015-12-01 15:43:41.0,
4_12,3.316,0,2015-12-01 15:43:41.0,
4_13,3.316,0,2015-12-01 15:43:41.0,
4_14,3.315,0,2015-12-01 15:43:41.0,
4_15,3.316,0,2015-12-01 15:43:41.0,
4_16,3.315,0,2015-12-01 15:43:41.0,
5_1,3.315,64,2015-12-01 15:43:41.0,
5_2,3.312,62,2015-12-01 15:43:41.0,
5_3,3.312,0,2015-12-01 15:43:41.0,
5_4,3.315,0,2015-12-01 15:43:41.0,
5_5,3.313,0,2015-12-01 15:43:41.0,
5_6,3.313,0,2015-12-01 15:43:41.0,
5_7,3.312,0,2015-12-01 15:43:41.0,
5_8,3.313,0,2015-12-01 15:43:41.0,
5_9,3.315,0,2015-12-01 15:43:41.0,
5_10,3.313,0,2015-12-01 15:43:41.0,
5_11,3.312,0,2015-12-01 15:43:41.0,
5_12,3.313,0,2015-12-01 15:43:41.0,
5_13,3.315,0,2015-12-01 15:43:41.0,
5_14,3.315,0,2015-12-01 15:43:41.0,
5_15,3.313,0,2015-12-01 15:43:41.0,
5_16,3.313,0,2015-12-01 15:43:41.0,
5_17,3.313,0,2015-12-01 15:43:41.0,
5_18,3.313,0,2015-12-01 15:43:41.0,
5_19,3.315,0,2015-12-01 15:43:41.0,
5_20,3.315,0,2015-12-01 15:43:41.0,
5_21,3.315,0,2015-12-01 15:43:41.0,
5_22,3.313,0,2015-12-01 15:43:41.0,
5_23,3.313,0,2015-12-01 15:43:41.0,
5_24,3.315,0,2015-12-01 15:43:41.0,
6_1,3.315,64,2015-12-01 15:43:41.0,
6_2,3.316,62,2015-12-01 15:43:41.0,
6_3,3.316,0,2015-12-01 15:43:41.0,
6_4,3.319,0,2015-12-01 15:43:41.0,
6_5,3.316,0,2015-12-01 15:43:41.0,
6_6,3.315,0,2015-12-01 15:43:41.0,
6_7,3.312,0,2015-12-01 15:43:41.0,
6_8,3.315,0,2015-12-01 15:43:41.0,
6_9,3.315,0,2015-12-01 15:43:41.0,
6_10,3.318,0,2015-12-01 15:43:41.0,
6_11,3.316,0,2015-12-01 15:43:41.0,
6_12,3.318,0,2015-12-01 15:43:41.0,
6_13,3.315,0,2015-12-01 15:43:41.0,
6_14,3.313,0,2015-12-01 15:43:41.0,
6_15,3.315,0,2015-12-01 15:43:41.0,
6_16,3.313,0,2015-12-01 15:43:41.0,
6_17,3.315,0,2015-12-01 15:43:41.0,
6_18,3.31,0,2015-12-01 15:43:41.0,
6_19,3.312,0,2015-12-01 15:43:41.0,
6_20,3.313,0,2015-12-01 15:43:41.0,
6_21,3.315,0,2015-12-01 15:43:41.0,
6_22,3.315,0,2015-12-01 15:43:41.0,
6_23,3.313,0,2015-12-01 15:43:41.0,
6_24,3.313,0,2015-12-01 15:43:41.0,
7_1,3.316,62,2015-12-01 15:43:41.0,
7_2,3.316,62,2015-12-01 15:43:41.0,
7_3,3.315,0,2015-12-01 15:43:41.0,
7_4,3.316,0,2015-12-01 15:43:41.0,
7_5,3.318,0,2015-12-01 15:43:41.0,
7_6,3.316,0,2015-12-01 15:43:41.0,
7_7,3.313,0,2015-12-01 15:43:41.0,
7_8,3.315,0,2015-12-01 15:43:41.0,
7_9,3.312,0,2015-12-01 15:43:41.0,
7_10,3.31,0,2015-12-01 15:43:41.0,
7_11,3.312,0,2015-12-01 15:43:41.0,
7_12,3.314,0,2015-12-01 15:43:41.0,
7_13,3.311,0,2015-12-01 15:43:41.0,
7_14,3.312,0,2015-12-01 15:43:41.0,
7_15,3.312,0,2015-12-01 15:43:41.0,
7_16,3.313,0,2015-12-01 15:43:41.0,
8_1,3.314,62,2015-12-01 15:43:41.0,
8_2,3.314,62,2015-12-01 15:43:41.0,
8_3,3.315,0,2015-12-01 15:43:41.0,
8_4,3.313,0,2015-12-01 15:43:41.0,
8_5,3.315,0,2015-12-01 15:43:41.0,
8_6,3.315,0,2015-12-01 15:43:41.0,
8_7,3.313,0,2015-12-01 15:43:41.0,
8_8,3.315,0,2015-12-01 15:43:41.0,
8_9,3.314,0,2015-12-01 15:43:41.0,
8_10,3.312,0,2015-12-01 15:43:41.0,
8_11,3.314,0,2015-12-01 15:43:41.0,
8_12,3.315,0,2015-12-01 15:43:41.0,
8_13,3.315,0,2015-12-01 15:43:41.0,
8_14,3.313,0,2015-12-01 15:43:41.0,
8_15,3.313,0,2015-12-01 15:43:41.0,
8_16,3.313,0,2015-12-01 15:43:41.0,
9_1,3.313,64,2015-12-01 15:43:41.0,
9_2,3.312,62,2015-12-01 15:43:41.0,
9_3,3.313,0,2015-12-01 15:43:41.0,
9_4,3.313,0,2015-12-01 15:43:41.0,
9_5,3.313,0,2015-12-01 15:43:41.0,
9_6,3.311,0,2015-12-01 15:43:41.0,
9_7,3.313,0,2015-12-01 15:43:41.0,
9_8,3.311,0,2015-12-01 15:43:41.0,
9_9,3.313,0,2015-12-01 15:43:41.0,
9_10,3.314,0,2015-12-01 15:43:41.0,
9_11,3.315,0,2015-12-01 15:43:41.0,
9_12,3.315,0,2015-12-01 15:43:41.0,
9_13,3.315,0,2015-12-01 15:43:41.0,
9_14,3.316,0,2015-12-01 15:43:41.0,
9_15,3.316,0,2015-12-01 15:43:41.0,
9_16,3.316,0,2015-12-01 15:43:41.0,
1_1,3.322,62,2015-12-01 16:13:41.0,
1_2,3.324,62,2015-12-01 16:13:41.0,
1_3,3.322,0,2015-12-01 16:13:41.0,
1_4,3.324,0,2015-12-01 16:13:41.0,
1_5,3.324,0,2015-12-01 16:13:41.0,
1_6,3.324,0,2015-12-01 16:13:41.0,
1_7,3.322,0,2015-12-01 16:13:41.0,
1_8,3.324,0,2015-12-01 16:13:41.0,
1_9,3.321,0,2015-12-01 16:13:41.0,
1_10,3.321,0,2015-12-01 16:13:41.0,
1_11,3.322,0,2015-12-01 16:13:41.0,
1_12,3.324,0,2015-12-01 16:13:41.0,
1_13,3.322,0,2015-12-01 16:13:41.0,
1_14,3.322,0,2015-12-01 16:13:41.0,
1_15,3.322,0,2015-12-01 16:13:41.0,
1_16,3.321,0,2015-12-01 16:13:41.0,
2_1,3.322,60,2015-12-01 16:13:41.0,
2_2,3.322,60,2015-12-01 16:13:41.0,
2_3,3.324,0,2015-12-01 16:13:41.0,
2_4,3.324,0,2015-12-01 16:13:41.0,
2_5,3.324,0,2015-12-01 16:13:41.0,
2_6,3.324,0,2015-12-01 16:13:41.0,
2_7,3.323,0,2015-12-01 16:13:41.0,
2_8,3.322,0,2015-12-01 16:13:41.0,
2_9,3.324,0,2015-12-01 16:13:41.0,
2_10,3.324,0,2015-12-01 16:13:41.0,
2_11,3.324,0,2015-12-01 16:13:41.0,
2_12,3.324,0,2015-12-01 16:13:41.0,
2_13,3.324,0,2015-12-01 16:13:41.0,
2_14,3.324,0,2015-12-01 16:13:41.0,
2_15,3.324,0,2015-12-01 16:13:41.0,
2_16,3.324,0,2015-12-01 16:13:41.0,
3_1,3.324,62,2015-12-01 16:13:41.0,
3_2,3.322,60,2015-12-01 16:13:41.0,
3_3,3.322,0,2015-12-01 16:13:41.0,
3_4,3.325,0,2015-12-01 16:13:41.0,
3_5,3.325,0,2015-12-01 16:13:41.0,
3_6,3.324,0,2015-12-01 16:13:41.0,
3_7,3.324,0,2015-12-01 16:13:41.0,
3_8,3.324,0,2015-12-01 16:13:41.0,
3_9,3.324,0,2015-12-01 16:13:41.0,
3_10,3.324,0,2015-12-01 16:13:41.0,
3_11,3.324,0,2015-12-01 16:13:41.0,
3_12,3.324,0,2015-12-01 16:13:41.0,
3_13,3.322,0,2015-12-01 16:13:41.0,
3_14,3.325,0,2015-12-01 16:13:41.0,
3_15,3.323,0,2015-12-01 16:13:41.0,
3_16,3.324,0,2015-12-01 16:13:41.0,
3_17,3.324,0,2015-12-01 16:13:41.0,
3_18,3.324,0,2015-12-01 16:13:41.0,
3_19,3.324,0,2015-12-01 16:13:41.0,
3_20,3.324,0,2015-12-01 16:13:41.0,
3_21,3.324,0,2015-12-01 16:13:41.0,
3_22,3.322,0,2015-12-01 16:13:41.0,
3_23,3.325,0,2015-12-01 16:13:41.0,
3_24,3.322,0,2015-12-01 16:13:41.0,
4_1,3.324,62,2015-12-01 16:13:41.0,
4_2,3.324,62,2015-12-01 16:13:41.0,
4_3,3.324,0,2015-12-01 16:13:41.0,
4_4,3.324,0,2015-12-01 16:13:41.0,
4_5,3.324,0,2015-12-01 16:13:41.0,
4_6,3.324,0,2015-12-01 16:13:41.0,
4_7,3.324,0,2015-12-01 16:13:41.0,
4_8,3.323,0,2015-12-01 16:13:41.0,
4_9,3.324,0,2015-12-01 16:13:41.0,
4_10,3.325,0,2015-12-01 16:13:41.0,
4_11,3.325,0,2015-12-01 16:13:41.0,
4_12,3.327,0,2015-12-01 16:13:41.0,
4_13,3.325,0,2015-12-01 16:13:41.0,
4_14,3.324,0,2015-12-01 16:13:41.0,
4_15,3.326,0,2015-12-01 16:13:41.0,
4_16,3.324,0,2015-12-01 16:13:41.0,
5_1,3.324,62,2015-12-01 16:13:41.0,
5_2,3.324,62,2015-12-01 16:13:41.0,
5_3,3.322,0,2015-12-01 16:13:41.0,
5_4,3.324,0,2015-12-01 16:13:41.0,
5_5,3.324,0,2015-12-01 16:13:41.0,
5_6,3.324,0,2015-12-01 16:13:41.0,
5_7,3.322,0,2015-12-01 16:13:41.0,
5_8,3.324,0,2015-12-01 16:13:41.0,
5_9,3.324,0,2015-12-01 16:13:41.0,
5_10,3.324,0,2015-12-01 16:13:41.0,
5_11,3.322,0,2015-12-01 16:13:41.0,
5_12,3.322,0,2015-12-01 16:13:41.0,
5_13,3.324,0,2015-12-01 16:13:41.0,
5_14,3.324,0,2015-12-01 16:13:41.0,
5_15,3.324,0,2015-12-01 16:13:41.0,
5_16,3.324,0,2015-12-01 16:13:41.0,
5_17,3.324,0,2015-12-01 16:13:41.0,
5_18,3.324,0,2015-12-01 16:13:41.0,
5_19,3.324,0,2015-12-01 16:13:41.0,
5_20,3.324,0,2015-12-01 16:13:41.0,
5_21,3.324,0,2015-12-01 16:13:41.0,
5_22,3.324,0,2015-12-01 16:13:41.0,
5_23,3.324,0,2015-12-01 16:13:41.0,
5_24,3.324,0,2015-12-01 16:13:41.0,
6_1,3.325,62,2015-12-01 16:13:41.0,
6_2,3.327,62,2015-12-01 16:13:41.0,
6_3,3.326,0,2015-12-01 16:13:41.0,
6_4,3.327,0,2015-12-01 16:13:41.0,
6_5,3.327,0,2015-12-01 16:13:41.0,
6_6,3.326,0,2015-12-01 16:13:41.0,
6_7,3.324,0,2015-12-01 16:13:41.0,
6_8,3.325,0,2015-12-01 16:13:41.0,
6_9,3.325,0,2015-12-01 16:13:41.0,
6_10,3.327,0,2015-12-01 16:13:41.0,
6_11,3.327,0,2015-12-01 16:13:41.0,
6_12,3.327,0,2015-12-01 16:13:41.0,
6_13,3.324,0,2015-12-01 16:13:41.0,
6_14,3.324,0,2015-12-01 16:13:41.0,
6_15,3.324,0,2015-12-01 16:13:41.0,
6_16,3.324,0,2015-12-01 16:13:41.0,
6_17,3.324,0,2015-12-01 16:13:41.0,
6_18,3.322,0,2015-12-01 16:13:41.0,
6_19,3.322,0,2015-12-01 16:13:41.0,
6_20,3.324,0,2015-12-01 16:13:41.0,
6_21,3.324,0,2015-12-01 16:13:41.0,
6_22,3.324,0,2015-12-01 16:13:41.0,
6_23,3.324,0,2015-12-01 16:13:41.0,
6_24,3.323,0,2015-12-01 16:13:41.0,
7_1,3.327,62,2015-12-01 16:13:41.0,
7_2,3.327,60,2015-12-01 16:13:41.0,
7_3,3.325,0,2015-12-01 16:13:41.0,
7_4,3.327,0,2015-12-01 16:13:41.0,
7_5,3.327,0,2015-12-01 16:13:41.0,
7_6,3.326,0,2015-12-01 16:13:41.0,
7_7,3.325,0,2015-12-01 16:13:41.0,
7_8,3.325,0,2015-12-01 16:13:41.0,
7_9,3.321,0,2015-12-01 16:13:41.0,
7_10,3.321,0,2015-12-01 16:13:41.0,
7_11,3.322,0,2015-12-01 16:13:41.0,
7_12,3.323,0,2015-12-01 16:13:41.0,
7_13,3.321,0,2015-12-01 16:13:41.0,
7_14,3.322,0,2015-12-01 16:13:41.0,
7_15,3.322,0,2015-12-01 16:13:41.0,
7_16,3.322,0,2015-12-01 16:13:41.0,
8_1,3.324,60,2015-12-01 16:13:41.0,
8_2,3.324,60,2015-12-01 16:13:41.0,
8_3,3.324,0,2015-12-01 16:13:41.0,
8_4,3.324,0,2015-12-01 16:13:41.0,
8_5,3.324,0,2015-12-01 16:13:41.0,
8_6,3.324,0,2015-12-01 16:13:41.0,
8_7,3.324,0,2015-12-01 16:13:41.0,
8_8,3.324,0,2015-12-01 16:13:41.0,
8_9,3.323,0,2015-12-01 16:13:41.0,
8_10,3.322,0,2015-12-01 16:13:41.0,
8_11,3.324,0,2015-12-01 16:13:41.0,
8_12,3.324,0,2015-12-01 16:13:41.0,
8_13,3.324,0,2015-12-01 16:13:41.0,
8_14,3.323,0,2015-12-01 16:13:41.0,
8_15,3.324,0,2015-12-01 16:13:41.0,
8_16,3.322,0,2015-12-01 16:13:41.0,
9_1,3.322,62,2015-12-01 16:13:41.0,
9_2,3.322,62,2015-12-01 16:13:41.0,
9_3,3.324,0,2015-12-01 16:13:41.0,
9_4,3.323,0,2015-12-01 16:13:41.0,
9_5,3.324,0,2015-12-01 16:13:41.0,
9_6,3.322,0,2015-12-01 16:13:41.0,
9_7,3.323,0,2015-12-01 16:13:41.0,
9_8,3.321,0,2015-12-01 16:13:41.0,
9_9,3.324,0,2015-12-01 16:13:41.0,
9_10,3.324,0,2015-12-01 16:13:41.0,
9_11,3.325,0,2015-12-01 16:13:41.0,
9_12,3.325,0,2015-12-01 16:13:41.0,
9_13,3.325,0,2015-12-01 16:13:41.0,
9_14,3.327,0,2015-12-01 16:13:41.0,
9_15,3.325,0,2015-12-01 16:13:41.0,
9_16,3.325,0,2015-12-01 16:13:41.0,
1_1,3.282,67,2015-12-01 16:43:42.0,
1_2,3.283,67,2015-12-01 16:43:42.0,
1_3,3.282,0,2015-12-01 16:43:42.0,
1_4,3.282,0,2015-12-01 16:43:42.0,
1_5,3.282,0,2015-12-01 16:43:42.0,
1_6,3.283,0,2015-12-01 16:43:42.0,
1_7,3.282,0,2015-12-01 16:43:42.0,
1_8,3.283,0,2015-12-01 16:43:42.0,
1_9,3.279,0,2015-12-01 16:43:42.0,
1_10,3.28,0,2015-12-01 16:43:42.0,
1_11,3.28,0,2015-12-01 16:43:42.0,
1_12,3.283,0,2015-12-01 16:43:42.0,
1_13,3.28,0,2015-12-01 16:43:42.0,
1_14,3.28,0,2015-12-01 16:43:42.0,
1_15,3.28,0,2015-12-01 16:43:42.0,
1_16,3.279,0,2015-12-01 16:43:42.0,
2_1,3.28,65,2015-12-01 16:43:42.0,
2_2,3.281,65,2015-12-01 16:43:42.0,
2_3,3.282,0,2015-12-01 16:43:42.0,
2_4,3.282,0,2015-12-01 16:43:42.0,
2_5,3.282,0,2015-12-01 16:43:42.0,
2_6,3.28,0,2015-12-01 16:43:42.0,
2_7,3.28,0,2015-12-01 16:43:42.0,
2_8,3.28,0,2015-12-01 16:43:42.0,
2_9,3.282,0,2015-12-01 16:43:42.0,
2_10,3.282,0,2015-12-01 16:43:42.0,
2_11,3.281,0,2015-12-01 16:43:42.0,
2_12,3.283,0,2015-12-01 16:43:42.0,
2_13,3.282,0,2015-12-01 16:43:42.0,
2_14,3.282,0,2015-12-01 16:43:42.0,
2_15,3.281,0,2015-12-01 16:43:42.0,
2_16,3.283,0,2015-12-01 16:43:42.0,
3_1,3.283,67,2015-12-01 16:43:42.0,
3_2,3.282,65,2015-12-01 16:43:42.0,
3_3,3.281,0,2015-12-01 16:43:42.0,
3_4,3.283,0,2015-12-01 16:43:42.0,
3_5,3.283,0,2015-12-01 16:43:42.0,
3_6,3.282,0,2015-12-01 16:43:42.0,
3_7,3.282,0,2015-12-01 16:43:42.0,
3_8,3.282,0,2015-12-01 16:43:42.0,
3_9,3.283,0,2015-12-01 16:43:42.0,
3_10,3.283,0,2015-12-01 16:43:42.0,
3_11,3.282,0,2015-12-01 16:43:42.0,
3_12,3.282,0,2015-12-01 16:43:42.0,
3_13,3.279,0,2015-12-01 16:43:42.0,
3_14,3.283,0,2015-12-01 16:43:42.0,
3_15,3.282,0,2015-12-01 16:43:42.0,
3_16,3.282,0,2015-12-01 16:43:42.0,
3_17,3.281,0,2015-12-01 16:43:42.0,
3_18,3.281,0,2015-12-01 16:43:42.0,
3_19,3.282,0,2015-12-01 16:43:42.0,
3_20,3.282,0,2015-12-01 16:43:42.0,
3_21,3.282,0,2015-12-01 16:43:42.0,
3_22,3.28,0,2015-12-01 16:43:42.0,
3_23,3.283,0,2015-12-01 16:43:42.0,
